source,target,weight
look,what,3
better,study,1
mom,awareness,1
some,still,2
doctor,during,1
not,always,1
not,tobacco,1
strain,time,1
now,girl,6
end,look,1
HPV,scare,3
girl,status,1
warts,just,1
why,always,3
prevent,better,2
available,you,1
my,beat,6
source,get,1
video,woman,1
who,anal,6
explain,husband,1
all,son,1
panel,man,1
health,I,1
probably,most,1
human_papillomavirus,UK,1
nearly,year,1
join,today,3
Gardasil_shot,everyone,1
HPV_vaccine,connection,1
annual,exam,2
who,does,4
arm,get,1
currently,run,1
does,doctor,2
after,pap,3
latest,online,1
day,come,1
hurt,I,2
girl,vaccination,2
early,more,3
Herald,ask,1
Lady,medical,1
week,treatment,1
Lady,important,2
bit,note,1
month,awareness,4
Gardasil,doctor,2
HPV,role,2
those,save,1
avoid,my,1
today,more,3
press,vaccine,1
HPV,I_am,1
find,prevent,1
you,age,5
top,they,1
Effective,older,1
put,cervical_cancer,2
each,smear,2
over,get,4
nurse,up,1
common,symptoms,1
new,put,1
spread,virus,2
coverage,status,1
what,cervical_cancer,45
awareness,still,8
awareness,breast,2
your,HPV,1
women,young_woman,1
life,up,1
still,breast,1
women,early,2
young,take,1
cancer,cervical_cancer,3
he,cause,1
still,better,1
Gardasil,cause,2
post,why,1
US,spread,4
week,regular,2
yo,sexually,1
CDC,age,4
girl,human_papilloma,1
poor,oral,1
away,promote,1
better,off,2
before,March,1
eye,all,1
national,week,1
today,screening,2
we,free,2
regular,early,1
new,you,3
rare,develop,1
virus,off,2
dose,go,2
HPVC,design,1
response,pharma,1
hurt,what,1
conversation,cervical_cancer,1
cervical_cancer,late,2
today,day,7
picture,now,1
does,partner,3
sure,pap,2
important,link,1
health,infect,1
who,screening,6
breast,why,1
HPV_vaccine,get,10
why,panel,1
program,teens,1
factor,HPV_infection,2
awareness,when,1
old,woman,2
later,get,3
smell,you,4
education,doctor,1
know,follow,3
cervical_cancer,some,4
during,Gardasil,1
treatment,cancer,1
screening,local,1
free,HPV,8
only,women,6
annual,screening,1
more,make,2
order,cervical_cancer,1
need,food,2
make,all,2
award,all,1
sexual,check,1
January,up,1
how,health,2
time,when,1
sometimes,want,1
get,warts,4
why,cervical_cancer,6
common,cervical,1
cause,vaginal,1
do,more,9
please,you,11
follow,find,1
std,herpes,1
Prevention,get,5
HPV,certain,6
cervical_cancer,more,44
around,like,2
again,blog,1
month,later,1
pap,now,4
go,pap,5
annual,please,1
put,attend,1
kill,doctor,1
marriage,you,1
cervical,symptoms,1
national,help,1
often,breast,1
not,TRUE,2
these,they,1
pap,out,2
need,more,7
against,case,1
he,just,3
preventable,early,1
raise,cervical_cancer,8
help,reduce,9
here,might,1
probably,life,1
HPV_vaccine,coverage,2
discuss,doctor,1
more,we,6
game,shit,1
women,time,1
cervical_cancer,strong,3
month,year,1
clinical,offer,2
HPV_shot,kill,1
provide,need,1
out,often,1
call,get,1
learn,camcer,6
run,my,2
sexually_transmit,risk,1
away,she,2
screening,get,2
US,just,1
after,last,2
time,ask,1
she,DRE,18
man,pap,5
girl,dead,5
new,cervical_cancer,68
cervical_cancer,month,25
you,comment,1
word,pap,1
join,tonight,2
HPV_test,awareness,5
boy,important,2
before,sexually,2
get,all,8
people,know,9
cervical,doctor,1
find,visit,2
doctor,suggest,1
shit,good,1
day,support,1
do,symptom,1
protect,girl,6
warts,anal,1
fear,law,1
medical,case,1
special,my,1
cost,Info,1
awareness,ovarian,1
symptoms,treat,1
dose,see,1
need,go,5
later,life,1
do,we,5
great,article,2
US,pap_smear,2
see,thanks,1
thing,cervical_cancer,1
they,same,1
